0,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110
13397,ECN 203,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13398,ECN 206,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13399,ENG 101,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13400,FRE 101,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13401,INS 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13402,LAW 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,1,0,0,,,,
13403,LAW 202,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13404,MGS 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13405,MGS 202,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13406,MGS 204,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13407,MGS 206,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13408,MGT 204,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13409,MKG 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13410,MKGS 202,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13411,MGS 305,HIMS/04/13/0496,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13412,MGS 306,HIMS/04/13/0496,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13413,MGS 302,HIMS/04/13/0496,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13414,ACY 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,21,25,27.6,3,0,0,,,,
13415,BNF 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,14,30,26.4,3,138,0,,,,
13416,CSC 202,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,19,,7.6,2,0,0,,,,
13417,ECN 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,16,53,41.4,3,177,0,,,,
13418,ECN 203,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,11,35,27.6,3,207,0,,,,
13419,ECN 206,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,10,46,33.6,3,0,0,,,,
13420,ENG 101,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,23,55,31.2,2,92,0,,,,
13421,FRE 101,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,18,41,23.6,2,132,0,,,,
13422,INS 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,20,30,30,3,234,0,,,,
13423,LAW 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,11,46,11.4,1,50,0,,,,
13424,LAW 202,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,,38,7.6,1,0,0,,,,
13425,MGS 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,18,43,36.6,3,171,0,,,,
13426,MGS 202,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,4,48,31.2,3,0,0,,,,
13427,MGS 204,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,11,42,21.2,2,0,0,,,,
13428,MGS 206,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13429,MGT 204,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,16,11,10.8,2,0,0,,,,
13430,MKG 201,HIMS/04/13/0497,MANAGEMENT,200,1,2013/2014,10,32,25.2,3,183,0,,,,
13431,MKGS 202,HIMS/04/13/0497,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13432,MGS 305,HIMS/04/13/0497,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13433,MGS 306,HIMS/04/13/0497,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13434,MGS 302,HIMS/04/13/0497,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13435,ACY 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13436,BNF 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13437,CSC 202,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13438,ECN 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13439,ECN 203,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13440,ECN 206,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13441,ENG 101,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13442,FRE 101,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13443,INS 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13444,LAW 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,1,0,0,,,,
13445,LAW 202,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13446,MGS 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13447,MGS 202,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13448,MGS 204,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13449,MGS 206,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13450,MGT 204,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13451,MKG 201,HIMS/04/13/0499,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13452,MKGS 202,HIMS/04/13/0499,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13453,MGS 305,HIMS/04/13/0499,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13454,MGS 306,HIMS/04/13/0499,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13455,MGS 302,HIMS/04/13/0499,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13456,ACY 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13457,BNF 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13458,CSC 202,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13459,ECN 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,3,96,0,,,,
13460,ECN 203,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13461,ECN 206,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13462,ENG 101,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13463,FRE 101,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,10,22,12.8,2,0,0,,,,
13464,INS 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13465,LAW 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,1,0,0,,,,
13466,LAW 202,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13467,MGS 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,14,22,21.6,3,0,0,,,,
13468,MGS 202,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13469,MGS 204,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13470,MGS 206,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13471,MGT 204,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13472,MKG 201,HIMS/04/13/0501,MANAGEMENT,200,1,2013/2014,,,0,3,108,0,,,,
13473,MKGS 202,HIMS/04/13/0501,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13474,MGS 305,HIMS/04/13/0501,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13475,MGS 306,HIMS/04/13/0501,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13476,MGS 302,HIMS/04/13/0501,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13477,ACY 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13478,BNF 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13479,CSC 202,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,10,27,14.8,2,0,0,,,,
13480,ECN 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13481,ECN 203,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13482,ECN 206,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,2,13,9,3,0,0,,,,
13483,ENG 101,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13484,FRE 101,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13485,INS 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13486,LAW 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,1,0,0,,,,
13487,LAW 202,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,,23,4.6,1,0,0,,,,
13488,MGS 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13489,MGS 202,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,5,42,28.2,3,0,0,,,,
13490,MGS 204,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,15,46,24.4,2,0,0,,,,
13491,MGS 206,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,15,,9,3,0,0,,,,
13492,MGT 204,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,15,,6,2,0,0,,,,
13493,MKG 201,HIMS/04/13/0507,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13494,MKGS 202,HIMS/04/13/0507,MANAGEMENT,200,2,2013/2014,19,30,29.4,3,0,0,,,,
13495,MGS 305,HIMS/04/13/0507,MANAGEMENT,300,1,2014/2015,14,,,,0,,,,,
13496,MGS 306,HIMS/04/13/0507,MANAGEMENT,300,1,2014/2015,9,,,,0,,,,,
13497,MGS 302,HIMS/04/13/0507,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13498,MGS 305,HIMS/04/13/0515,MANAGEMENT,300,1,2014/2015,16.5,,,,0,,,,,
13499,MGS 306,HIMS/04/13/0515,MANAGEMENT,300,1,2014/2015,6,,,,0,,,,,
13500,MGS 302,HIMS/04/13/0515,MANAGEMENT,300,1,2014/2015,10,,,,0,,,,,
13501,MGS 305,HIMS/04/13/0519,MANAGEMENT,300,1,2014/2015,20,,,,0,,,,,
13502,MGS 306,HIMS/04/13/0519,MANAGEMENT,300,1,2014/2015,24,,,,0,,,,,
13503,MGS 302,HIMS/04/13/0519,MANAGEMENT,300,1,2014/2015,8,,,,0,,,,,
13504,MGS 204,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,22,52,,,,,,,,
13505,MGS 202,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,16,46,,,,,,,,
13506,MKG 202,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,18,21,,,,,,,,
13507,MGS 206,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,9,37,,,,,,,,
13508,MGS 204,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,16,49,,,,,,,,
13509,CSC 202,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,21,42,,,,,,,,
13510,LAW 202,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,0,49,,,,,,,,
13511,ECN 206,HIMS/04/13/0519,MANAGEMENT,200,2,2013/2014,8,25,,,,,,,,
13512,BNF 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13513,ACY 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13514,ECN 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13515,MGS 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13516,INS 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13517,MKG 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13518,ECN 203,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13519,ENG 101,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13520,FRE 101,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13521,LAW 201,HIMS/04/13/0519,MANAGEMENT,200,1,2013/2014,,,,,,,,,,
13522,MKGS 202,HIMS/04/13/0519,MANAGEMENT,200,3,2013/2014,18,62,,,,,,,,
13523,MGS 206,HIMS/04/13/0519,MANAGEMENT,200,3,2013/2014,9,45,,,,,,,,
13524,MGS 305,HIMS/04/13/0521,MANAGEMENT,300,1,2014/2015,18.5,,,,0,,,,,
13525,MGS 306,HIMS/04/13/0521,MANAGEMENT,300,1,2014/2015,17.5,,,,0,,,,,
13526,MGS 302,HIMS/04/13/0521,MANAGEMENT,300,1,2014/2015,8,,,,0,,,,,
13527,MGS 305,HIMS/04/13/0523,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13528,MGS 306,HIMS/04/13/0523,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13529,MGS 302,HIMS/04/13/0523,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13530,MGS 305,HIMS/04/13/0526,MANAGEMENT,300,1,2014/2015,25,,,,0,,,,,
13531,MGS 306,HIMS/04/13/0526,MANAGEMENT,300,1,2014/2015,23.5,,,,0,,,,,
13532,MGS 302,HIMS/04/13/0526,MANAGEMENT,300,1,2014/2015,8,,,,0,,,,,
13533,MGS 305,HIMS/04/13/0536,MANAGEMENT,300,1,2014/2015,24,,,,0,,,,,
13534,MGS 306,HIMS/04/13/0536,MANAGEMENT,300,1,2014/2015,18,,,,0,,,,,
13535,MGS 302,HIMS/04/13/0536,MANAGEMENT,300,1,2014/2015,16,,,,0,,,,,
13536,MGS 305,HIMS/04/13/0542,MANAGEMENT,300,1,2014/2015,18,,,,0,,,,,
13537,MGS 306,HIMS/04/13/0542,MANAGEMENT,300,1,2014/2015,18,,,,0,,,,,
13538,MGS 302,HIMS/04/13/0542,MANAGEMENT,300,1,2014/2015,12,,,,0,,,,,
13539,MGS 305,HIMS/04/13/0543,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13540,MGS 306,HIMS/04/13/0543,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13541,MGS 302,HIMS/04/13/0543,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13542,MGS 305,HIMS/04/13/0552,MANAGEMENT,300,1,2014/2015,10,,,,0,,,,,
13543,MGS 306,HIMS/04/13/0552,MANAGEMENT,300,1,2014/2015,14,,,,0,,,,,
13544,MGS 302,HIMS/04/13/0552,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13545,MGS 305,HIMS/04/13/0554,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13546,MGS 306,HIMS/04/13/0554,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13547,MGS 302,HIMS/04/13/0554,MANAGEMENT,300,1,2014/2015,4,,,,0,,,,,
13548,MGS 305,HIMS/04/13/0556,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13549,MGS 306,HIMS/04/13/0556,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13550,MGS 302,HIMS/04/13/0556,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13551,MGS 305,HIMS/04/13/0558,MANAGEMENT,300,1,2014/2015,16.5,,,,0,,,,,
13552,MGS 306,HIMS/04/13/0558,MANAGEMENT,300,1,2014/2015,15,,,,0,,,,,
13553,MGS 302,HIMS/04/13/0558,MANAGEMENT,300,1,2014/2015,1,,,,0,,,,,
13554,MGS 201,HIMS/04/14/0003,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13555,MGS 201,HIMS/04/14/0008,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13556,MGS 201,HIMS/04/14/0011,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13557,MGS 201,HIMS/04/14/0012,MANAGEMENT,200,1,2014/2015,13,,,,0,,,,,
13558,MGS 201,HIMS/04/14/0014,MANAGEMENT,200,1,2014/2015,13,,,,0,,,,,
13559,MGS 201,HIMS/04/14/0018,MANAGEMENT,200,1,2014/2015,13,,,,0,,,,,
13560,MGS 201,HIMS/04/14/0019,MANAGEMENT,200,1,2014/2015,13,,,,0,,,,,
13561,MGS 201,HIMS/04/14/0020,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13562,MGS 201,HIMS/04/14/0021,MANAGEMENT,200,1,2014/2015,14,,,,0,,,,,
13563,MGS 302,HIMS/04/14/0021,MANAGEMENT,300,1,2014/2015,18,,,,0,,,,,
13564,MGS 201,HIMS/04/14/0022,MANAGEMENT,200,1,2014/2015,12,,,,0,,,,,
13565,MGS 201,HIMS/04/14/0023,MANAGEMENT,200,1,2014/2015,12,,,,0,,,,,
13566,MGS 201,HIMS/04/14/0024,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13567,MGS 201,HIMS/04/14/0025,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13568,MGS 201,HIMS/04/14/0026,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13569,MGS 201,HIMS/04/14/0029,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13570,MGS 201,HIMS/04/14/0030,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13571,MGS 201,HIMS/04/14/0033,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13572,MGS 201,HIMS/04/14/0034,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13573,MGS 201,HIMS/04/14/0036,MANAGEMENT,200,1,2014/2015,10,,,,0,,,,,
13574,MGS 201,HIMS/04/14/0041,MANAGEMENT,200,1,2014/2015,9,,,,0,,,,,
13575,MGS 201,HIMS/04/14/0044,MANAGEMENT,200,1,2014/2015,10,,,,0,,,,,
13576,MGS 201,HIMS/04/14/0049,MANAGEMENT,200,1,2014/2015,11,,,,0,,,,,
13577,MGS 201,HIMS/04/14/0061,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13578,MGS 201,HIMS/04/14/0062,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13579,MGS 201,HIMS/04/14/0064,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13580,MGS 201,HIMS/04/14/0066,MANAGEMENT,200,1,2014/2015,13,,,,0,,,,,
13581,MGS 201,HIMS/04/14/0067,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13582,MGS 201,HIMS/04/14/0068,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13583,MGS 201,HIMS/04/14/0070,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13584,MGS 201,HIMS/04/14/0071,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13585,MGS 201,HIMS/04/14/0072,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13586,MGS 201,HIMS/04/14/0075,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13587,MGS 201,HIMS/04/14/0081,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13588,MGS 201,HIMS/04/14/0085,MANAGEMENT,200,1,2014/2015,19,,,,0,,,,,
13589,MGS 201,HIMS/04/14/0087,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13590,MGS 201,HIMS/04/14/0091,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13591,MGS 201,HIMS/04/14/0092,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13592,MGS 201,HIMS/04/14/0095,MANAGEMENT,200,1,2014/2015,14,,,,0,,,,,
13593,MGS 201,HIMS/04/14/0096,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13594,MGS 201,HIMS/04/14/0097,MANAGEMENT,200,1,2014/2015,6,,,,0,,,,,
13595,MGS 201,HIMS/04/14/0098,MANAGEMENT,200,1,2014/2015,19,,,,0,,,,,
13596,MGS 201,HIMS/04/14/0101,MANAGEMENT,200,1,2014/2015,14,,,,0,,,,,
13597,MGS 201,HIMS/04/14/0109,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13598,MGS 201,HIMS/04/14/0110,MANAGEMENT,200,1,2014/2015,7.5,,,,0,,,,,
13599,MGS 201,HIMS/04/14/0112,MANAGEMENT,200,1,2014/2015,4.5,,,,0,,,,,
13600,MGS 201,HIMS/04/14/0113,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13601,MGS 201,HIMS/04/14/0114,MANAGEMENT,200,1,2014/2015,19,,,,0,,,,,
13602,MGS 201,HIMS/04/14/0115,MANAGEMENT,200,1,2014/2015,11,,,,0,,,,,
13603,MGS 201,HIMS/04/14/0116,MANAGEMENT,200,1,2014/2015,13,,,,0,,,,,
13604,MGS 201,HIMS/04/14/0119,MANAGEMENT,200,1,2014/2015,19,,,,0,,,,,
13605,MGS 201,HIMS/04/14/0120,MANAGEMENT,200,1,2014/2015,18,,,,0,,,,,
13606,MGS 201,HIMS/04/14/0121,MANAGEMENT,200,1,2014/2015,10,,,,0,,,,,
13607,MGS 201,HIMS/04/14/0123,MANAGEMENT,200,1,2014/2015,14,,,,0,,,,,
13608,MGS 201,HIMS/04/14/0126,MANAGEMENT,200,1,2014/2015,24,,,,0,,,,,
13609,MGS 201,HIMS/04/14/0127,MANAGEMENT,200,1,2014/2015,9,,,,0,,,,,
13610,MGS 201,HIMS/04/14/0136,MANAGEMENT,200,1,2014/2015,21,,,,0,,,,,
13611,MGS 201,HIMS/04/14/0137,MANAGEMENT,200,1,2014/2015,20,,,,0,,,,,
13612,MGS 201,HIMS/04/14/0139,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13613,MGS 201,HIMS/04/14/0140,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13614,MGS 201,HIMS/04/14/0141,MANAGEMENT,200,1,2014/2015,8,,,,0,,,,,
13615,MGS 201,HIMS/04/14/0142,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13616,MGS 201,HIMS/04/14/0147,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13617,MGS 201,HIMS/04/14/0149,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13618,MGS 201,HIMS/04/14/0150,MANAGEMENT,200,1,2014/2015,16,,,,0,,,,,
13619,MGS 201,HIMS/04/14/0155,MANAGEMENT,200,1,2014/2015,11,,,,0,,,,,
13620,MGS 201,HIMS/04/14/0158,MANAGEMENT,200,1,2014/2015,17,,,,0,,,,,
13621,MGS 201,HIMS/04/14/0161,MANAGEMENT,200,1,2014/2015,14,,,,0,,,,,
13622,MGS 201,HIMS/04/14/0163,MANAGEMENT,200,1,2014/2015,9,,,,0,,,,,
13623,ACY 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13624,BNF 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13625,CSC 202,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13626,ECN 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13627,ECN 203,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13628,ECN 206,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13629,ENG 101,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13630,FRE 101,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13631,INS 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13632,LAW 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,1,0,0,,,,
13633,LAW 202,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13634,MGS 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13635,MGS 202,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13636,MGS 204,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13637,MGS 206,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13638,MGT 204,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13639,MKG 201,HIMS/04/14/0165,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13640,MKGS 202,HIMS/04/14/0165,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13641,MGS 201,HIMS/04/14/0166,MANAGEMENT,200,1,2014/2015,////,,,,0,,,,,
13642,MGS 201,HIMS/04/14/0168,MANAGEMENT,200,1,2014/2015,18,,,,0,,,,,
13643,MGS 201,HIMS/04/14/0173,MANAGEMENT,200,1,2014/2015,15,,,,0,,,,,
13644,MGS 201,HIMS/04/14/0175,MANAGEMENT,200,1,2014/2015,9.5,,,,0,,,,,
13645,ACY 201,HIMS/04/14/0177,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13646,ACY 201,HIMS/04/14/0177,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13647,BNF 201,HIMS/04/14/0177,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13648,BNF 201,HIMS/04/14/0177,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13649,CSC 202,HIMS/04/14/0177,MANAGEMENT,200,2,2013/2014,17.5,32,19.8,2,0,0,,,,
13650,CSC 202,HIMS/04/14/0177,MANAGEMENT,200,3,2013/2014,17.5,53,26.2,2,,,,,,
13651,ECN 201,HIMS/04/14/0177,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13652,ECN 201,HIMS/04/14/0177,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13653,ECN 203,HIMS/04/14/0177,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13654,ECN 203,HIMS/04/14/0177,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13655,ECN 206,HIMS/04/14/0177,MANAGEMENT,200,2,2013/2014,22,21,25.8,3,0,0,,,,
13656,ECN 206,HIMS/04/14/0177,MANAGEMENT,200,3,2013/2014,22,36,28.8,3,,,,,,
13657,ENG 101,HIMS/04/14/0177,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
